chembl_id,pref_name,n_targets,n_top1pct,n_top5pct,best_composite,mean_composite,best_affinity,med_affinity,best_target,pain_prior,drh_phase,drh_moa,drh_indication,mw,logp,tpsa,D2,D3,breadth_bonus,drug_rank_score
CHEMBL1200542,DESOXYCORTICOSTERONE ACETATE,10,0,1,0.649,0.45716742857142856,-9.625,-6.7524999999999995,TNIK,False,,,,372.5,4.27,60.4,0.0,0.9,0.2890648263178878,0.5590162065794719
CHEMBL1316,CARPROFEN,10,0,1,0.6481742857142857,0.5383174285714285,-9.111,-7.894,ADRA2A,False,Launched,cyclooxygenase inhibitor,osteoarthritis,273.7,4.16,53.1,0.0,0.9,0.2890648263178878,0.5583969208651862
CHEMBL282121,MEBEVERINE,10,1,2,0.591,0.4507174285714286,-9.9,-7.7575,TNIK,False,Launched,acetylcholine receptor antagonist,irritable bowel syndrome,429.6,4.6,57.2,0.0,0.6,0.45815690999132624,0.5577892274978316
CHEMBL1235452,SULFUR,10,0,1,0.6471742857142858,0.45596742857142863,-9.106,-7.060499999999999,ADRA2A,False,,,,256.5,5.19,0.0,0.0,0.9,0.2890648263178878,0.5576469208651863
CHEMBL2107430,FLUTRIMAZOLE,10,0,1,0.647,0.42116742857142864,-9.712,-6.5675,ACVR1,False,Launched,sterol demethylase inhibitor,mycosis,346.4,5.0,17.8,0.0,0.9,0.2890648263178878,0.557516206579472
CHEMBL64,ISONIAZID,10,0,1,0.646,0.4946674285714286,-9.51,-7.468,TNIK,False,Launched,FABI inhibitor,tuberculosis,137.1,-0.31,68.0,0.0,0.9,0.2890648263178878,0.556766206579472
CHEMBL4594395,POTASSIUM OXYBATE,10,0,1,0.646,0.4444674285714286,-9.419,-7.1865000000000006,ITPKC,False,,,,103.1,-1.49,60.4,0.0,0.9,0.2890648263178878,0.556766206579472
CHEMBL1446813,BETAHISTINE HYDROCHLORIDE,10,0,1,0.645,0.4611174285714286,-9.465,-6.972,GALNS,False,,,,136.2,0.84,24.9,0.0,0.9,0.2890648263178878,0.5560162065794719
CHEMBL1112,ARIPIPRAZOLE,10,0,0,0.7411742857142858,0.5192674285714286,-8.352,-7.6005,ADRA2A,False,Launched,serotonin receptor agonist|serotonin receptor antagonist,depression|schizophrenia|bipolar disorder,448.4,4.86,44.8,0.4,0.9500000000000001,0.0,0.5558807142857143
CHEMBL2105345,PROPANIDID,10,0,1,0.644,0.4643174285714286,-9.338,-7.167,SLC2A1,False,,,,337.4,2.44,65.1,0.0,0.9,0.2890648263178878,0.5552662065794719
CHEMBL205596,CHOLIC ACID,10,0,2,0.586,0.4584674285714286,-9.624,-7.6345,ACVR1,False,,,,408.6,3.45,98.0,0.0,0.6,0.45815690999132624,0.5540392274978315
CHEMBL1201319,METARAMINOL,10,0,1,0.642,0.44551742857142856,-9.376,-6.8445,TNIK,False,Launched,adrenergic receptor agonist,hypotension,167.2,0.77,66.5,0.0,0.9,0.2890648263178878,0.553766206579472
CHEMBL2360464,PEMETREXED DISODIUM,10,1,2,0.5851742857142858,0.38951742857142857,-10.334,-7.9445,ADRA2A,False,,,,425.4,-2.0,196.9,0.0,0.2,0.45815690999132624,0.5534199417835458
CHEMBL600,ACETYLCYSTEINE,10,0,1,0.641,0.4725674285714286,-9.286,-7.172499999999999,ITPKC,False,Launched,mucolytic agent,acetaminophen overdose|hepatic injury,163.2,-0.49,66.4,0.0,0.9,0.2890648263178878,0.5530162065794719
CHEMBL92401,IPRONIAZID,10,0,1,0.639,0.4796174285714286,-8.868,-6.9795,AXL,False,Withdrawn,monoamine oxidase inhibitor,,179.2,0.72,54.0,0.0,0.9,0.2890648263178878,0.551516206579472
CHEMBL268869,SULFAMETHOXYPYRIDAZINE,10,0,2,0.581,0.47641742857142855,-9.197,-7.5985,MAPK14,False,Withdrawn,bacterial antifolate,,280.3,0.87,107.2,0.0,0.6,0.45815690999132624,0.5502892274978315
CHEMBL1200331,FOSFOMYCIN TROMETHAMINE,10,0,2,0.58,0.43621742857142853,-9.294,-7.1075,VASH2,False,,,,121.1,-2.34,86.7,0.0,0.6,0.45815690999132624,0.5495392274978315
CHEMBL651,METHADONE,10,0,1,0.636,0.4502674285714286,-9.084,-7.046,SERPINE1,True,,,,309.5,4.29,20.3,0.0,0.9,0.2890648263178878,0.5492662065794719
CHEMBL4594287,ENSIFENTRINE,10,0,2,0.579,0.4237174285714286,-9.241,-6.668,TNIK,False,,,,477.6,2.72,112.9,0.0,0.6,0.45815690999132624,0.5487892274978315
CHEMBL1289926,AXITINIB,10,1,1,0.635,0.48161742857142864,-10.968,-7.3735,TNIK,False,Launched,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,renal cell carcinoma (RCC),386.5,4.64,70.7,0.0,0.8,0.2890648263178878,0.548516206579472
CHEMBL1684,BENDROFLUMETHIAZIDE,10,1,1,0.634,0.4858174285714286,-10.623,-7.4055,SLC2A1,False,Launched,sodium/potassium/chloride transporter inhibitor,hypertension,421.4,1.63,118.4,0.0,0.8,0.2890648263178878,0.547766206579472
CHEMBL3545185,SELINEXOR,10,1,1,0.632,0.46141742857142864,-10.019,-7.3309999999999995,SERPINE1,False,Launched,exportin antagonist,multiple myeloma,443.3,3.39,97.6,0.0,0.8,0.2890648263178878,0.5462662065794719
CHEMBL1200922,MEBUTAMATE,10,1,1,0.632,0.46656742857142863,-10.045,-7.547499999999999,GALNS,False,,,,232.3,1.23,104.6,0.0,0.8,0.2890648263178878,0.5462662065794719
CHEMBL493,BROMOCRIPTINE,10,0,0,0.7281742857142858,0.4347674285714286,-8.786,-7.144,ADRA2A,False,Launched,dopamine receptor agonist,hyperprolactinemia|Parkinson's Disease|acromegaly,654.6,3.19,118.2,0.4,0.75,0.0,0.5461307142857144
CHEMBL1098285,DISTIGMINE BROMIDE,10,0,1,0.624,0.4589174285714286,-9.376,-7.3345,VASH2,False,,,,416.5,2.46,66.8,0.0,0.8,0.2890648263178878,0.5402662065794719
CHEMBL1723,ALFUZOSIN HYDROCHLORIDE,10,0,1,0.622,0.4932174285714286,-9.289,-7.4205000000000005,ITPKC,False,,,,389.5,1.35,111.8,0.0,0.8,0.2890648263178878,0.5387662065794719
CHEMBL1558,PRAZOSIN HYDROCHLORIDE,10,0,1,0.62,0.49021742857142864,-8.909,-8.0365,AXL,False,,,,383.4,1.78,107.0,0.0,0.8,0.2890648263178878,0.5372662065794719
CHEMBL959,RIMANTADINE,10,0,0,0.7161742857142857,0.4901674285714286,-9.22,-7.228,ADRA2A,False,Launched,antiviral|RNA synthesis inhibitor,influenza A virus infection,179.3,2.55,26.0,0.0,1.0,0.0,0.5371307142857142
CHEMBL1200412,NANDROLONE PHENPROPIONATE,10,0,1,0.617,0.4185674285714286,-9.052,-6.792,VASH2,False,,,,406.6,5.67,43.4,0.0,0.8,0.2890648263178878,0.5350162065794719
CHEMBL1229211,DOLUTEGRAVIR,10,0,1,0.617,0.5098174285714286,-9.067,-7.624499999999999,GALNS,False,Launched,HIV integrase inhibitor,human immunodeficiency virus (HIV-1),419.4,1.35,100.9,0.0,0.8,0.2890648263178878,0.5350162065794719
CHEMBL1559,MICONAZOLE NITRATE,10,0,1,0.617,0.4430174285714286,-9.135,-7.0595,SLC2A1,False,,,,416.1,6.45,27.1,0.0,0.8,0.2890648263178878,0.5350162065794719
CHEMBL22,TRIMETHOPRIM,10,0,1,0.615,0.3675174285714286,-9.055,-6.3385,SLC2A1,False,Launched,dihydrofolate reductase inhibitor,urinary tract infections|ear infections|diarrhea,290.3,1.26,105.5,0.0,0.8,0.2890648263178878,0.533516206579472
CHEMBL3989716,PROPOXYPHENE NAPSYLATE,10,0,0,0.7041742857142858,0.48861742857142854,-9.356,-7.195,ADRA2A,False,,,,339.5,4.28,29.5,0.0,0.9,0.0,0.5281307142857143
CHEMBL2103827,DROXIDOPA,10,0,0,0.7011742857142857,0.4007174285714286,-8.87,-6.699,ADRA2A,False,Launched,norepinephrine precursor,hypertension|Parkinson's Disease,213.2,-0.46,124.0,0.4,0.55,0.0,0.5258807142857143
CHEMBL1200473,CYCLOPENTOLATE HYDROCHLORIDE,10,0,0,0.7011742857142857,0.4310174285714286,-9.053,-6.6465,ADRA2A,False,,,,291.4,2.18,49.8,0.0,1.0,0.0,0.5258807142857143
CHEMBL1200434,OXTRIPHYLLINE,10,0,0,0.7001742857142857,0.45621742857142855,-9.286,-7.140499999999999,ADRA2A,False,,,,104.2,-0.32,20.2,0.0,0.9,0.0,0.5251307142857143
CHEMBL256907,MARAVIROC,10,1,1,0.595,0.36716742857142853,-11.04,-6.717499999999999,ACVR1,False,Launched,CC chemokine receptor antagonist,human immunodeficiency virus (HIV-1),513.7,5.95,63.1,0.0,0.6,0.2890648263178878,0.518516206579472
CHEMBL441,THIOPENTAL,10,0,0,0.6891742857142857,0.46421742857142856,-8.855,-6.9765,ADRA2A,False,Launched,GABA receptor antagonist,anesthetic,242.3,1.35,58.2,0.0,1.0,0.0,0.5168807142857144
CHEMBL1201162,DORZOLAMIDE HYDROCHLORIDE,10,1,1,0.592,0.4438674285714286,-9.815,-7.4855,MAPK14,False,,,,324.4,0.61,106.3,0.0,0.6,0.2890648263178878,0.5162662065794719
CHEMBL32800,FENOTEROL,10,1,1,0.591,0.41941742857142855,-9.798,-7.327,MAPK14,False,Withdrawn,adrenergic receptor agonist,,303.4,2.06,93.0,0.0,0.6,0.2890648263178878,0.515516206579472
CHEMBL70246,ACEFYLLINE,10,0,1,0.59,0.37941742857142857,-9.925,-6.819,AXL,False,Launched,adenosine receptor agonist,asthma,238.2,-1.48,99.1,0.0,0.6,0.2890648263178878,0.5147662065794719
CHEMBL3545309,LEFAMULIN ACETATE,10,0,1,0.589,0.37491742857142857,-9.546,-6.512499999999999,SERPINE1,False,,,,507.7,3.87,109.9,0.0,0.6,0.2890648263178878,0.5140162065794719
CHEMBL3185958,CLOMIPHENE CITRATE,10,0,1,0.587,0.44116742857142854,-9.541,-7.3325,SERPINE1,False,,,,406.0,6.56,12.5,0.0,0.6,0.2890648263178878,0.512516206579472
CHEMBL1544,LIOTHYRONINE,10,0,1,0.585,0.3734674285714286,-9.365,-6.4525,AXL,False,Launched,thyroid hormone stimulant,hypothyroidism|myxedema coma,651.0,3.95,92.8,0.0,0.6,0.2890648263178878,0.5110162065794719
CHEMBL125,MILTEFOSINE,10,0,1,0.584,0.4326174285714286,-9.522,-7.628500000000001,ACVR1,False,Launched,membrane integrity inhibitor,leishmaniasis,407.6,5.68,58.6,0.0,0.6,0.2890648263178878,0.5102662065794719
CHEMBL17157,TERFENADINE,10,0,1,0.582,0.3954674285714286,-9.465,-7.166499999999999,ACVR1,False,Withdrawn,histamine receptor antagonist,,471.7,6.45,43.7,0.0,0.6,0.2890648263178878,0.5087662065794719
CHEMBL1501,FLUOCINONIDE,10,0,1,0.581,0.4183674285714286,-9.307,-7.372,VASH2,False,Launched,glucocorticoid receptor agonist,seborrheic dermatitis|eczema,494.5,2.94,99.1,0.0,0.6,0.2890648263178878,0.5080162065794719
CHEMBL1200866,PERFLUBRON,10,0,1,0.58,0.4100174285714286,-9.271,-7.274000000000001,TNIK,False,Launched,contrast agent,contrast agent,499.0,6.35,0.0,0.0,0.6,0.2890648263178878,0.5072662065794719
CHEMBL4650216,DARIDOREXANT HYDROCHLORIDE,10,0,1,0.579,0.3514674285714286,-9.176,-6.4670000000000005,VASH2,False,,,,450.9,4.27,88.9,0.0,0.6,0.2890648263178878,0.5065162065794719
CHEMBL3182343,PIVAMPICILLIN,10,0,1,0.578,0.3692674285714286,-9.159,-6.661,VASH2,False,Launched,bacterial cell wall synthesis inhibitor,bronchitis|pneumonia|gynecologic infections,463.6,1.32,128.0,0.0,0.6,0.2890648263178878,0.5057662065794719
CHEMBL1201011,QUINAPRIL HYDROCHLORIDE,10,0,1,0.578,0.4298674285714286,-9.157,-7.2305,ACVR1,False,,,,438.5,2.57,95.9,0.0,0.6,0.2890648263178878,0.5057662065794719
CHEMBL2105712,AFATINIB DIMALEATE,10,0,1,0.578,0.4504174285714286,-9.096,-7.6845,GALNS,False,,,,485.9,4.39,88.6,0.0,0.6,0.2890648263178878,0.5057662065794719
CHEMBL3348923,TOVORAFENIB,10,0,1,0.578,0.4424174285714286,-8.785,-7.5725,AXL,False,,,,506.3,3.98,135.8,0.0,0.6,0.2890648263178878,0.5057662065794719
CHEMBL1200788,CISAPRIDE MONOHYDRATE,10,0,1,0.575,0.4368174285714286,-9.128,-7.381,ITPKC,False,,,,466.0,3.36,86.0,0.0,0.6,0.2890648263178878,0.5035162065794719
CHEMBL1567,SUNITINIB MALATE,10,0,0,0.6711742857142857,0.4936674285714286,-8.912,-7.019,ADRA2A,False,,,,398.5,3.33,77.2,0.0,1.0,0.0,0.5033807142857143
CHEMBL1200430,ESTRADIOL ACETATE,10,0,0,0.6651742857142857,0.4665174285714285,-8.557,-6.422499999999999,ADRA2A,False,,,,314.4,3.83,46.5,0.0,1.0,0.0,0.4988807142857143
CHEMBL189,MILRINONE,10,0,0,0.6641742857142857,0.4913674285714286,-8.548,-7.0135,ADRA2A,False,Launched,phosphodiesterase inhibitor,congestive heart failure,211.2,1.62,69.5,0.0,1.0,0.0,0.4981307142857143
CHEMBL267894,AMOBARBITAL,10,0,0,0.6631742857142857,0.4810674285714286,-8.859,-7.1625,ADRA2A,False,,,,226.3,1.18,75.3,0.0,1.0,0.0,0.4973807142857143
CHEMBL225072,PEMETREXED,10,0,2,0.509,0.3319174285714286,-9.629,-7.174,ITPKC,False,Launched,dihydrofolate reductase inhibitor|thymidylate synthase inhibitor,non-small cell lung cancer (NSCLC)|mesothelioma,427.4,0.67,191.3,0.0,0.2,0.45815690999132624,0.4962892274978316
CHEMBL1200436,OXANDROLONE,10,0,0,0.6591742857142857,0.4755674285714286,-8.419,-6.9285,ADRA2A,False,,,,306.4,3.54,46.5,0.0,1.0,0.0,0.4943807142857143
CHEMBL4297211,CEFIDEROCOL SULFATE TOSYLATE,10,0,2,0.504,0.3117174285714286,-9.289,-6.9945,MAPK14,False,,,,753.2,1.15,254.1,0.0,0.2,0.45815690999132624,0.4925392274978316
CHEMBL1256400,XYLOMETAZOLINE HYDROCHLORIDE,10,0,0,0.6551742857142857,0.5015174285714286,-8.869,-7.327,ADRA2A,False,,,,244.4,3.15,24.4,0.0,1.0,0.0,0.4913807142857143
CHEMBL667,ACETYLCHOLINE,10,0,0,0.6539999999999999,0.5344674285714286,-9.029,-7.853,ACVR1,False,Launched,acetylcholine receptor agonist,drowsiness|fatigue|headache|indigestion|chest congestion,146.2,0.26,26.3,0.0,1.0,0.0,0.49049999999999994
CHEMBL36715,PIRACETAM,10,0,0,0.6539999999999999,0.5199174285714285,-9.056,-7.4030000000000005,TNIK,False,Launched,acetylcholine receptor agonist,senile dementia,142.2,-0.91,63.4,0.0,1.0,0.0,0.49049999999999994
CHEMBL1488,URACIL MUSTARD,10,0,0,0.6539999999999999,0.5199174285714285,-9.046,-7.4990000000000006,SLC2A1,False,,,,252.1,1.17,69.5,0.0,1.0,0.0,0.49049999999999994
CHEMBL1201177,LEVOBUNOLOL HYDROCHLORIDE,10,0,0,0.6531742857142857,0.4918674285714285,-8.696,-7.4635,ADRA2A,False,,,,291.4,2.33,58.6,0.0,1.0,0.0,0.4898807142857143
CHEMBL4585668,BELZUTIFAN,10,0,0,0.653,0.4821674285714286,-8.698,-7.18,AXL,False,,,,383.3,3.29,87.4,0.0,1.0,0.0,0.48975
CHEMBL1257,ENFLURANE,10,0,0,0.653,0.5112174285714286,-9.021,-7.346,ACVR1,False,Launched,membrane permeability inhibitor,anesthetic,184.5,2.35,9.2,0.0,1.0,0.0,0.48975
CHEMBL887,RASAGILINE,10,0,0,0.653,0.5128674285714286,-8.915,-7.391500000000001,VASH2,False,Launched,monoamine oxidase inhibitor,Parkinson's Disease,171.2,1.9,12.0,0.0,1.0,0.0,0.48975
CHEMBL1754,DOXAPRAM,10,0,0,0.6519999999999999,0.4699174285714286,-8.67,-7.2125,AXL,False,Launched,potassium channel blocker,respiratory depression|central nervous system depression|acute hypercapnia (AHC),378.5,3.17,32.8,0.0,1.0,0.0,0.48899999999999993
CHEMBL1201341,ECHOTHIOPHATE,10,0,0,0.6519999999999999,0.46821742857142856,-8.99,-6.830500000000001,MAPK14,False,,,,256.3,2.61,35.5,0.0,1.0,0.0,0.48899999999999993
CHEMBL967,TEMAZEPAM,10,0,0,0.6519999999999999,0.46746742857142853,-8.906,-7.237,GALNS,False,,,,300.7,2.47,52.9,0.0,1.0,0.0,0.48899999999999993
CHEMBL1200491,EPINASTINE HYDROCHLORIDE,10,0,0,0.651,0.4468674285714286,-8.895,-6.627000000000001,VASH2,False,,,,249.3,2.47,41.6,0.0,1.0,0.0,0.48825
CHEMBL2338675,FOSDENOPTERIN,10,1,1,0.5545,0.37296742857142856,-10.147,-7.215,VASH2,False,,,,363.2,-2.52,201.3,0.0,0.4,0.2890648263178878,0.48814120657947196
CHEMBL1201151,MESTRANOL,10,0,0,0.6499999999999999,0.4095674285714286,-8.838,-6.019,SERPINE1,False,Launched,estrogen receptor agonist,contraceptive,310.4,3.92,29.5,0.0,1.0,0.0,0.48749999999999993
CHEMBL1111,AMBRISENTAN,10,0,0,0.6499999999999999,0.44646742857142857,-8.845,-6.7965,ACVR1,False,Launched,endothelin receptor antagonist,pulmonary arterial hypertension (PAH),378.4,3.52,81.5,0.0,1.0,0.0,0.48749999999999993
CHEMBL3622821,UPADACITINIB,10,0,0,0.6499999999999999,0.5007674285714285,-8.856,-7.221,GALNS,False,Launched,JAK inhibitor,,380.4,2.91,78.3,0.0,1.0,0.0,0.48749999999999993
CHEMBL2048028,LIFITEGRAST,10,1,1,0.553,0.37021742857142864,-10.689,-6.983499999999999,ACVR1,False,Launched,lymphocyte function-associated antigen negative modulator,dry eye syndrome,615.5,4.77,134.0,0.0,0.4,0.2890648263178878,0.48701620657947203
CHEMBL2106122,EMEPRONIUM BROMIDE,10,0,0,0.6491742857142858,0.4678674285714286,-8.629,-7.089,ADRA2A,False,,,,282.5,4.69,0.0,0.0,0.9,0.0,0.48688071428571433
CHEMBL1200601,NARATRIPTAN HYDROCHLORIDE,10,0,0,0.649,0.48126742857142857,-8.948,-7.3095,MAPK14,False,,,,335.5,2.07,65.2,0.0,1.0,0.0,0.48675
CHEMBL3989401,PAMIDRONATE DISODIUM,10,1,1,0.552,0.3940174285714286,-10.648,-7.5195,ACVR1,False,,,,233.1,-2.93,167.0,0.0,0.4,0.2890648263178878,0.486266206579472
CHEMBL2110725,VINFLUNINE,10,1,1,0.551,0.38336742857142864,-9.857,-7.3335,SERPINE1,False,Launched,microtubule inhibitor,bladder cancer,816.9,5.08,133.9,0.0,0.4,0.2890648263178878,0.485516206579472
CHEMBL446,SULFAMETHAZINE,10,0,0,0.6471742857142857,0.5207674285714285,-8.854,-7.9425,ADRA2A,False,Launched,PABA antagonist,enteritis,278.3,1.48,98.0,0.0,0.8,0.0,0.4853807142857143
CHEMBL1118,DESVENLAFAXINE,10,0,0,0.647,0.48321742857142863,-8.904,-6.9575,ITPKC,False,Launched,serotonin–norepinephrine reuptake inhibitor (SNRI),depression,263.4,2.73,43.7,0.0,1.0,0.0,0.48525
CHEMBL1222250,DEXTROSE,10,0,1,0.55,0.36531742857142857,-9.636,-6.9505,SLC2A1,False,Launched,,hypoglycemia,180.2,-3.22,110.4,0.0,0.4,0.2890648263178878,0.484766206579472
CHEMBL811,BROMPHENIRAMINE,10,0,0,0.6461742857142857,0.48781742857142857,-8.838,-7.139,ADRA2A,False,Launched,histamine receptor antagonist,allergic rhinitis|common cold,319.2,3.93,16.1,0.0,1.0,0.0,0.48463071428571425
CHEMBL1388,MONOBENZONE,10,0,0,0.6459999999999999,0.4549674285714286,-8.745,-6.539,SERPINE1,False,Launched,melanin inhibitor,skin depigmentation,200.2,2.97,29.5,0.0,1.0,0.0,0.48449999999999993
CHEMBL159226,MOXISYLYTE,10,0,0,0.6459999999999999,0.4698174285714286,-8.886,-6.6075,MAPK14,False,Withdrawn,adrenergic receptor antagonist,,279.4,2.98,38.8,0.0,1.0,0.0,0.48449999999999993
CHEMBL2096631,CLORAZEPATE DIPOTASSIUM,10,0,0,0.6459999999999999,0.4116174285714286,-8.863,-6.381500000000001,ITPKC,False,,,,313.7,1.25,81.6,0.0,1.0,0.0,0.48449999999999993
CHEMBL3545060,ERYTHROMYCIN GLUCEPTATE,10,0,1,0.548,0.3799174285714286,-9.593,-7.7195,TNIK,False,,,,733.9,1.79,193.9,0.0,0.4,0.2890648263178878,0.483266206579472
CHEMBL2105755,NALDEMEDINE,10,0,1,0.548,0.3271674285714286,-9.787,-6.2989999999999995,ACVR1,False,,,,570.6,3.48,141.2,0.0,0.4,0.2890648263178878,0.483266206579472
CHEMBL1057,FLUORESCEIN,10,0,0,0.6439999999999999,0.5015674285714286,-8.667,-7.0995,SERPINE1,False,Launched,,ophthalmology diagnostic,332.3,3.67,76.0,0.0,1.0,0.0,0.48299999999999993
CHEMBL3545367,LEMBOREXANT,10,0,0,0.6439999999999999,0.4896674285714286,-8.704,-7.0755,GALNS,False,Launched,orexin receptor antagonist,,410.4,3.74,77.0,0.0,1.0,0.0,0.48299999999999993
CHEMBL494753,ESTRONE SULFURIC ACID,10,0,0,0.643,0.4498174285714286,-8.701,-6.7379999999999995,GALNS,False,,,,350.4,3.29,80.7,0.0,1.0,0.0,0.48225
CHEMBL2105566,FENPROPOREX,10,0,0,0.643,0.4540674285714286,-8.643,-6.7059999999999995,SERPINE1,False,,,,188.3,2.12,35.8,0.0,1.0,0.0,0.48225
CHEMBL3137312,DASABUVIR,10,0,1,0.546,0.31996742857142857,-9.473,-6.478999999999999,GALNS,False,Launched,HCV inhibitor,hepatitis C,493.6,4.02,110.3,0.0,0.4,0.2890648263178878,0.481766206579472
CHEMBL4594246,SULOPENEM ETZADROXIL,10,0,1,0.546,0.3281174285714286,-9.414,-6.583,AXL,False,,,,477.6,1.8,116.2,0.0,0.4,0.2890648263178878,0.481766206579472
CHEMBL1200425,PARGYLINE HYDROCHLORIDE,10,0,0,0.6419999999999999,0.4887174285714286,-8.694,-7.4345,ACVR1,False,,,,159.2,1.75,3.2,0.0,1.0,0.0,0.48149999999999993
CHEMBL2104793,PYROVALERONE HYDROCHLORIDE,10,0,0,0.6419999999999999,0.4947674285714285,-8.793,-7.3175,ITPKC,False,,,,245.4,3.44,20.3,0.0,1.0,0.0,0.48149999999999993
CHEMBL713,ENTECAVIR ANHYDROUS,10,0,1,0.545,0.3137174285714286,-9.37,-6.4345,SLC2A1,False,,,,277.3,-0.83,130.0,0.0,0.4,0.2890648263178878,0.481016206579472
CHEMBL822,TERBINAFINE,10,0,0,0.6401742857142857,0.40781742857142855,-8.425,-6.5095,ADRA2A,False,Launched,fungal squalene epoxidase inhibitor,tinea pedis|tinea cruris|tinea corporis,291.4,4.88,3.2,0.0,0.9,0.0,0.4801307142857143
CHEMBL1088,MESORIDAZINE,10,0,0,0.6399999999999999,0.4781174285714286,-8.629,-7.6525,ACVR1,False,Launched,dopamine receptor antagonist,schizophrenia,386.6,4.9,29.5,0.0,1.0,0.0,0.4799999999999999
CHEMBL514,LOMUSTINE,10,0,0,0.6399999999999999,0.42831742857142857,-8.855,-6.683999999999999,TNIK,False,Launched,DNA synthesis inhibitor,Hodgkin's lymphoma|brain tumors,233.7,2.25,61.8,0.0,1.0,0.0,0.4799999999999999
CHEMBL6068343,CLOPIDOGREL HYDROBROMIDE,10,0,0,0.6399999999999999,0.4488174285714286,-8.702,-6.5905000000000005,VASH2,False,,,,321.8,3.67,29.5,0.0,1.0,0.0,0.4799999999999999
CHEMBL1770916,NIROGACESTAT,10,0,1,0.543,0.3537174285714286,-9.101,-6.8965,AXL,False,,,,489.7,4.79,71.0,0.0,0.4,0.2890648263178878,0.47951620657947197
CHEMBL40,PHENOBARBITAL,10,0,0,0.6391742857142858,0.4909174285714286,-8.792,-8.063500000000001,ADRA2A,False,,,,232.2,0.7,75.3,0.0,0.8,0.0,0.4793807142857144
CHEMBL834,PAMIDRONIC ACID,10,0,1,0.542,0.40146742857142864,-9.327,-7.484,VASH2,False,,,,235.1,-1.66,161.3,0.0,0.4,0.2890648263178878,0.478766206579472
CHEMBL492,ETIDOCAINE,10,0,0,0.6379999999999999,0.4740174285714286,-8.755,-7.0915,ITPKC,False,,,,276.4,3.75,32.3,0.0,1.0,0.0,0.4784999999999999
CHEMBL3989917,FOSNETUPITANT,10,0,1,0.541,0.42256742857142865,-9.251,-7.437,SLC2A1,False,,,,688.6,5.74,106.0,0.0,0.4,0.2890648263178878,0.478016206579472
CHEMBL1730,CEFOTAXIME,10,0,1,0.541,0.3365174285714286,-9.194,-6.606,GALNS,False,Launched,bacterial cell wall synthesis inhibitor,respiratory tract infections|bone and joint infections|pelvic inflammatory disease|intra-abdominal infections|skin infections|meningitis|urinary tract infections|bacterial septicemia|gynecologic infections,455.5,-0.62,173.5,0.0,0.4,0.2890648263178878,0.478016206579472
CHEMBL607,MEPERIDINE,10,0,0,0.6359999999999999,0.41011742857142863,-8.515,-6.204000000000001,VASH2,False,,,,247.3,2.21,29.5,0.0,1.0,0.0,0.4769999999999999
CHEMBL1005,REMIFENTANIL,10,0,0,0.6355,0.4741674285714286,-8.655,-7.2265,GALNS,True,,,,376.5,2.0,76.2,0.0,1.0,0.0,0.47662499999999997
CHEMBL1201342,METHIXENE,10,0,0,0.634,0.4544174285714286,-8.702,-6.9055,AXL,False,,,,309.5,5.02,3.2,0.0,0.9,0.0,0.47550000000000003
CHEMBL516,CYPROHEPTADINE,10,0,0,0.634,0.48016742857142863,-9.006,-7.3965,ITPKC,False,Launched,histamine receptor antagonist,allergic rhinitis|vasomotor rhinitis|conjunctivitis|urticaria|dermatographism,287.4,4.7,3.2,0.0,0.9,0.0,0.47550000000000003
CHEMBL3989697,RIBOFLAVIN 5'-PHOSPHATE SODIUM,10,0,1,0.5371742857142857,0.35171742857142857,-9.615,-7.489,ADRA2A,False,,,,455.3,-2.24,210.9,0.0,0.2,0.2890648263178878,0.47514692086518623
CHEMBL1201256,TRIMETHOBENZAMIDE,10,0,0,0.633,0.4593674285714286,-9.052,-7.2490000000000006,TNIK,False,Launched,histamine receptor antagonist,vomiting|nausea|gastroenteritis,388.5,2.58,69.3,0.0,0.9,0.0,0.47475
CHEMBL1071,OXAPROZIN,10,0,0,0.633,0.46611742857142857,-9.002,-6.946,MAPK14,False,Launched,cyclooxygenase inhibitor,osteoarthritis|rheumatoid arthritis,293.3,4.03,63.3,0.0,0.9,0.0,0.47475
CHEMBL1447476,BITHIONOLATE SODIUM,10,0,0,0.632,0.47621742857142857,-8.904,-7.2865,SERPINE1,False,,,,354.0,4.6,46.1,0.0,0.9,0.0,0.474
CHEMBL1141,POTASSIUM IODIDE,10,0,0,0.631,0.4467174285714286,-8.993,-6.650499999999999,SLC2A1,False,,,,126.9,-3.0,0.0,0.0,0.9,0.0,0.47325
CHEMBL1356,SODIUM BENZOATE,10,0,0,0.6305,0.49501742857142855,-8.958,-7.917,MAPK14,False,,,,121.1,0.05,40.1,0.0,0.9,0.0,0.47287499999999993
CHEMBL1771,CLOPIDOGREL,10,0,0,0.6299999999999999,0.42081742857142856,-8.605,-6.1335,GALNS,False,Launched,purinergic receptor antagonist,myocardial infarction|stroke|peripheral artery disease (PAD)|acute coronary syndrome (ACS),321.8,3.67,29.5,0.0,1.0,0.0,0.4724999999999999
CHEMBL135,ESTRADIOL,10,0,0,0.629,0.46441742857142854,-8.602,-7.0649999999999995,GALNS,False,Launched,estrogen receptor agonist,contraceptive,272.4,3.61,40.5,0.0,1.0,0.0,0.47175
