symbol,chembl_id,affinity,n_modes,rmsd_lb,rmsd_ub,sec,rc,err,tag,exh,max_evals,drug_lc,pref_name,mw,logp,tpsa,hbd,hba,rotb,charge,n_torsions,drh_phase,drh_moa,drh_indication,pain_prior,atc,neg_aff,pct_in_target,n_ligands_target,z_in_target
AXL,CHEMBL1356238,-7.117,3,0.0,0.0,5.0,0,,_selftest,1,0,pyrithione,PYRITHIONE,127.2,0.61,26.9,1.0,2.0,0.0,0.0,2.0,,,,False,,7.117,53.5,400,0.12410562188884915
AXL,CHEMBL848,-7.379,3,0.0,0.0,5.0,0,,_selftest,1,0,lenalidomide,LENALIDOMIDE,259.3,0.03,92.5,2.0,4.0,1.0,0.0,4.0,Launched,anticancer agent,multiple myeloma|mantle cell lymphoma (MCL)|myelodysplastic diseases (MDS),False,L04AX04,7.379,63.5,400,0.3501286507702519
AXL,CHEMBL333826,-6.75,3,0.0,0.0,5.0,0,,_selftest,1,0,dequalinium,DEQUALINIUM,456.7,6.17,59.8,2.0,2.0,11.0,2.0,26.0,Launched,PKC inhibitor,first-aid antiseptic,False,G01AC05;D08AH01;R02AA02,6.75,42.75,400,-0.19249915520838348
AXL,CHEMBL1200412,-5.653,3,0.0,0.0,5.0,0,,_selftest,1,0,nandrolone phenpropionate,NANDROLONE PHENPROPIONATE,406.6,5.67,43.4,0.0,3.0,4.0,0.0,10.0,,,,False,,5.653,12.875,400,-1.1388627532347169
AXL,CHEMBL1200425,-7.468,3,0.0,0.0,5.0,0,,_selftest,1,0,pargyline hydrochloride,PARGYLINE HYDROCHLORIDE,159.2,1.75,3.2,0.0,1.0,3.0,0.0,6.0,,,,False,,7.468,65.375,400,0.42690746592462203
AXL,CHEMBL32800,-7.913,3,0.0,0.0,5.0,0,,_selftest,1,0,fenoterol,FENOTEROL,303.4,2.06,93.0,5.0,5.0,6.0,0.0,20.0,Withdrawn,adrenergic receptor agonist,,False,G02CA03;R03CC04;R03AC04,7.913,81.0,400,0.8108015416964711
AXL,CHEMBL1201132,-7.599,3,0.0,0.0,5.0,0,,_selftest,1,0,nalbuphine hydrochloride,NALBUPHINE HYDROCHLORIDE,357.5,1.71,73.2,3.0,5.0,2.0,0.0,10.0,,,,False,,7.599,70.125,400,0.5399189803653238
AXL,CHEMBL125,-8.606,3,0.0,0.0,5.0,0,,_selftest,1,0,miltefosine,MILTEFOSINE,407.6,5.68,58.6,0.0,4.0,20.0,0.0,40.0,Launched,membrane integrity inhibitor,leishmaniasis,False,P01CX04,8.606,93.0,400,1.4086410799209454
AXL,CHEMBL607400,-4.583,3,0.0,0.0,5.0,0,,_selftest,1,0,brivaracetam,BRIVARACETAM,212.3,0.9,63.4,1.0,2.0,5.0,0.0,10.0,,,,False,N03AX23,4.583,1.5,400,-2.061933901719836
AXL,CHEMBL1518,-7.136,3,0.0,0.0,5.0,0,,_selftest,1,0,propylthiouracil,PROPYLTHIOURACIL,170.2,1.38,48.6,2.0,2.0,2.0,0.0,4.0,Launched,thyroid peroxidase inhibitor,hyperthyroidism|Grave's disease|goiter,False,H03BA02,7.136,54.25,400,0.1404966048993327
AXL,CHEMBL21869,-7.959,3,0.0,0.0,5.0,0,,_selftest,1,0,dibromsalan,DIBROMSALAN,371.0,4.17,49.3,2.0,2.0,2.0,0.0,6.0,,,,False,,7.959,81.5,400,0.8504849742481673
AXL,CHEMBL1200436,-7.375,3,0.0,0.0,5.0,0,,_selftest,1,0,oxandrolone,OXANDROLONE,306.4,3.54,46.5,1.0,3.0,0.0,0.0,2.0,,,,False,A14AA08,7.375,63.0,400,0.34667791750488736
AXL,CHEMBL1200545,-4.408,3,0.0,0.0,5.0,0,,_selftest,1,0,diflorasone diacetate,DIFLORASONE DIACETATE,494.5,2.99,107.0,1.0,7.0,4.0,0.0,14.0,,,,False,D07AC10,4.408,1.0,400,-2.2129034820795517
AXL,CHEMBL17157,-5.183,3,0.0,0.0,5.0,0,,_selftest,1,0,terfenadine,TERFENADINE,471.7,6.45,43.7,2.0,3.0,8.0,0.0,22.0,Withdrawn,histamine receptor antagonist,,False,R06AX12,5.183,7.000000000000001,400,-1.5443239119150962
AXL,CHEMBL1684,-8.304,3,0.0,0.0,5.0,0,,_selftest,1,0,bendroflumethiazide,BENDROFLUMETHIAZIDE,421.4,1.63,118.4,3.0,5.0,3.0,0.0,10.0,Launched,sodium/potassium/chloride transporter inhibitor,hypertension,False,C03AA01,8.304,89.0,400,1.1481107183858934
AXL,CHEMBL1165,-7.853,3,0.0,0.0,5.0,0,,_selftest,1,0,moexipril,MOEXIPRIL,498.6,2.58,114.4,2.0,7.0,11.0,0.0,28.0,Launched,angiotensin converting enzyme inhibitor,hypertension,False,C09AA13,7.853,78.125,400,0.7590405427159966
AXL,CHEMBL1742424,-8.181,3,0.0,0.0,5.0,0,,_selftest,1,0,celiprolol hydrochloride,CELIPROLOL HYDROCHLORIDE,379.5,2.89,90.9,3.0,5.0,9.0,0.0,22.0,,,,False,,8.181,86.875,400,1.0420006704759206
AXL,CHEMBL1723,-7.013,3,0.0,0.0,5.0,0,,_selftest,1,0,alfuzosin hydrochloride,ALFUZOSIN HYDROCHLORIDE,389.5,1.35,111.8,2.0,8.0,8.0,0.0,18.0,,,,False,,7.013,51.5,400,0.0343865569893608
AXL,CHEMBL4297588,-6.276,3,0.0,0.0,5.0,0,,_selftest,1,0,odevixibat,ODEVIXIBAT,740.9,5.88,174.4,5.0,9.0,17.0,0.0,48.0,,,,False,A05AX05,6.276,27.250000000000004,400,-0.6014110471541283
AXL,CHEMBL600,-5.841,3,0.0,0.0,5.0,0,,_selftest,1,0,acetylcysteine,ACETYLCYSTEINE,163.2,-0.49,66.4,3.0,3.0,3.0,0.0,10.0,Launched,mucolytic agent,acetaminophen overdose|hepatic injury,False,R05CB01;S01XA08;V03AB23,5.841,16.75,400,-0.9766782897625644
AXL,CHEMBL1371,-6.601,3,0.0,0.0,5.0,0,,_selftest,1,0,chlorzoxazone,CHLORZOXAZONE,169.6,1.77,46.0,1.0,2.0,0.0,0.0,0.0,Launched,bacterial 30S ribosomal subunit inhibitor,muscle relaxant,False,M03BB53;M03BB03;M03BB73,6.601,37.5,400,-0.3210389693432273
AXL,CHEMBL3348963,-5.566,3,0.0,0.0,5.0,0,,_selftest,1,0,telotristat etiprate,TELOTRISTAT ETIPRATE,575.0,4.99,131.2,2.0,8.0,9.0,0.0,26.0,,,,False,,5.566,11.75,400,-1.2139162017564038
AXL,CHEMBL1201341,-5.564,3,0.0,0.0,5.0,0,,_selftest,1,0,echothiophate,ECHOTHIOPHATE,256.3,2.61,35.5,0.0,4.0,8.0,1.0,16.0,,,,False,S01EB03,5.564,11.5,400,-1.2156415683890862
AXL,CHEMBL967,-5.928,3,0.0,0.0,5.0,0,,_selftest,1,0,temazepam,TEMAZEPAM,300.7,2.47,52.9,1.0,3.0,1.0,0.0,12.0,,,,False,N05CD07,5.928,19.25,400,-0.9016248412408774
AXL,CHEMBL38827,-5.884,3,0.0,0.0,5.0,0,,_selftest,1,0,lumefantrine,LUMEFANTRINE,529.0,9.15,23.5,1.0,2.0,10.0,0.0,22.0,Launched,antimalarial agent,malaria,False,,5.884,17.75,400,-0.9395829071598912
AXL,CHEMBL2028663,-8.119,3,0.0,0.0,5.0,0,,_selftest,1,0,dabrafenib,DABRAFENIB,519.6,5.36,110.9,2.0,7.0,5.0,0.0,14.0,Launched,RAF inhibitor,melanoma,False,L01EC02,8.119,85.0,400,0.9885143048627647
AXL,CHEMBL3182343,-6.033,3,0.0,0.0,5.0,0,,_selftest,1,0,pivampicillin,PIVAMPICILLIN,463.6,1.32,128.0,2.0,8.0,6.0,0.0,20.0,Launched,bacterial cell wall synthesis inhibitor,bronchitis|pneumonia|gynecologic infections,False,J01CA02,6.033,20.75,400,-0.8110430930250475
AXL,CHEMBL4594246,-9.414,3,0.0,0.0,5.0,0,,_selftest,1,0,sulopenem etzadroxil,SULOPENEM ETZADROXIL,477.6,1.8,116.2,1.0,9.0,9.0,0.0,24.0,,,,False,,9.414,97.75,400,2.105689199524662
AXL,CHEMBL1200788,-5.725,3,0.0,0.0,5.0,0,,_selftest,1,0,cisapride monohydrate,CISAPRIDE MONOHYDRATE,466.0,3.36,86.0,2.0,6.0,9.0,0.0,20.0,,,,False,,5.725,14.75,400,-1.076749554458148
AXL,CHEMBL818,-5.63,3,0.0,0.0,5.0,0,,_selftest,1,0,iobenguane,IOBENGUANE,275.1,1.27,61.9,3.0,1.0,2.0,0.0,4.0,Launched,antineoplastic agent,neuroblastoma|congestive heart failure|pheochromocytoma,False,,5.63,12.5,400,-1.1587044695105648
AXL,CHEMBL2159122,-6.638,3,0.0,0.0,5.0,0,,_selftest,1,0,eluxadoline,ELUXADOLINE,569.7,4.16,164.6,4.0,6.0,11.0,0.0,28.0,Launched,opioid receptor agonist|opioid receptor antagonist,irritable bowel syndrome,False,A07DA06,6.638,39.5,400,-0.2891196866386017
AXL,CHEMBL1770,-5.917,3,0.0,0.0,5.0,0,,_selftest,1,0,levamisole hydrochloride,LEVAMISOLE HYDROCHLORIDE,204.3,2.15,15.6,0.0,3.0,1.0,0.0,2.0,,,,False,,5.917,18.5,400,-0.911114357720631
AXL,CHEMBL376488,-7.869,3,0.0,0.0,5.0,0,,_selftest,1,0,bedaquiline,BEDAQUILINE,555.5,7.13,45.6,1.0,4.0,8.0,0.0,18.0,Launched,ATPase inhibitor,tuberculosis,False,J04AK05,7.869,79.0,400,0.7728434757774564
AXL,CHEMBL3182733,-8.27,3,0.0,0.0,5.0,0,,_selftest,1,0,pramipexole dihydrochloride,PRAMIPEXOLE DIHYDROCHLORIDE,211.3,1.58,50.9,2.0,4.0,3.0,0.0,8.0,,,,False,,8.27,88.25,400,1.1187794856302908
AXL,CHEMBL3707247,-5.979,3,0.0,0.0,5.0,0,,_selftest,1,0,ozanimod,OZANIMOD,404.5,3.63,104.2,2.0,7.0,7.0,0.0,16.0,Phase 3,sphingosine 1-phosphate receptor agonist,,False,L04AE02,5.979,19.75,400,-0.8576279921074743
AXL,CHEMBL1200503,-7.487,3,0.0,0.0,5.0,0,,_selftest,1,0,bromocriptine mesylate,BROMOCRIPTINE MESYLATE,654.6,3.19,118.2,3.0,6.0,5.0,0.0,12.0,,,,False,,7.487,65.75,400,0.44329844893510556
AXL,CHEMBL3112741,-7.639,3,0.0,0.0,5.0,0,,_selftest,1,0,relebactam anhydrous,RELEBACTAM ANHYDROUS,348.4,-1.14,128.3,3.0,6.0,4.0,0.0,10.0,,,,False,,7.639,71.75,400,0.5744263130189732
AXL,CHEMBL4297603,-8.308,3,0.0,0.0,5.0,0,,_selftest,1,0,deutivacaftor,DEUTIVACAFTOR,401.6,5.08,82.2,3.0,3.0,2.0,0.0,10.0,,,,False,,8.308,89.25,400,1.151561451651258
AXL,CHEMBL3989507,-7.72,3,0.0,0.0,5.0,0,,_selftest,1,0,edetate disodium,EDETATE DISODIUM,290.2,-4.74,161.3,2.0,8.0,11.0,-2.0,26.0,,,,False,S01XA05,7.72,76.0,400,0.6443036616426127
AXL,CHEMBL1088,-7.85,3,0.0,0.0,5.0,0,,_selftest,1,0,mesoridazine,MESORIDAZINE,386.6,4.9,29.5,0.0,4.0,4.0,0.0,8.0,Launched,dopamine receptor antagonist,schizophrenia,False,N05AC03,7.85,77.75,400,0.7564524927669729
AXL,CHEMBL1200446,-6.424,3,0.0,0.0,5.0,0,,_selftest,1,0,tripelennamine hydrochloride,TRIPELENNAMINE HYDROCHLORIDE,255.4,2.65,19.4,0.0,3.0,6.0,0.0,12.0,,,,False,,6.424,32.75,400,-0.4737339163356252
AXL,CHEMBL4594217,-8.616,3,0.0,0.0,5.0,0,,_selftest,1,0,canagliflozin,CANAGLIFLOZIN,444.5,2.97,90.2,4.0,6.0,5.0,0.0,18.0,Launched,sodium/glucose cotransporter inhibitor,diabetes mellitus,False,A10BK02,8.616,93.25,400,1.4172679130843577
AXL,CHEMBL3184799,-7.665,3,0.0,0.0,5.0,0,,_selftest,1,0,mephentermine sulfate,MEPHENTERMINE SULFATE,163.3,2.23,12.0,1.0,1.0,3.0,0.0,6.0,,,,False,,7.665,73.5,400,0.5968560792438451
AXL,CHEMBL1201256,-7.24,3,0.0,0.0,5.0,0,,_selftest,1,0,trimethobenzamide,TRIMETHOBENZAMIDE,388.5,2.58,69.3,1.0,6.0,10.0,0.0,20.0,Launched,histamine receptor antagonist,vomiting|nausea|gastroenteritis,False,R06AA10,7.24,58.5,400,0.23021566979882105
AXL,CHEMBL225072,-8.466,3,0.0,0.0,5.0,0,,_selftest,1,0,pemetrexed,PEMETREXED,427.4,0.67,191.3,6.0,6.0,9.0,0.0,22.0,Launched,dihydrofolate reductase inhibitor|thymidylate synthase inhibitor,non-small cell lung cancer (NSCLC)|mesothelioma,False,L01BA04,8.466,91.25,400,1.2878654156331724
AXL,CHEMBL1272,-7.042,3,0.0,0.0,5.0,0,,_selftest,1,0,repaglinide,REPAGLINIDE,452.6,5.22,78.9,2.0,4.0,10.0,0.0,22.0,Launched,insulin secretagogue,diabetes mellitus,False,A10BX02,7.042,52.0,400,0.059404373163256495
AXL,CHEMBL1559,-7.168,3,0.0,0.0,5.0,0,,_selftest,1,0,miconazole nitrate,MICONAZOLE NITRATE,416.1,6.45,27.1,0.0,2.0,6.0,0.0,12.0,,,,False,,7.168,55.25,400,0.16810247102225218
AXL,CHEMBL2105755,-6.32,3,0.0,0.0,5.0,0,,_selftest,1,0,naldemedine,NALDEMEDINE,570.6,3.48,141.2,4.0,9.0,6.0,0.0,18.0,,,,False,A06AH05,6.32,28.875,400,-0.5634529812351136
AXL,CHEMBL607,-5.117,3,0.0,0.0,5.0,0,,_selftest,1,0,meperidine,MEPERIDINE,247.3,2.21,29.5,0.0,3.0,3.0,0.0,8.0,,,,False,N02AB52;N02AB02;N02AB72,5.117,6.0,400,-1.6012610107936176
AXL,CHEMBL1337,-6.366,3,0.0,0.0,5.0,0,,_selftest,1,0,nitisinone,NITISINONE,329.2,2.73,94.3,0.0,5.0,3.0,0.0,8.0,Launched,hydroxyphenylpyruvate dioxygenase inhibitor,tyrosinemia,False,A16AX04,6.366,31.0,400,-0.5237695486834174
AXL,CHEMBL4585668,-8.698,3,0.0,0.0,5.0,0,,_selftest,1,0,belzutifan,BELZUTIFAN,383.3,3.29,87.4,1.0,5.0,3.0,0.0,8.0,,,,False,L01XX74,8.698,94.5,400,1.4880079450243393
AXL,CHEMBL4594262,-6.287,3,0.0,0.0,5.0,0,,_selftest,1,0,amlodipine benzoate,AMLODIPINE BENZOATE,408.9,2.27,99.9,2.0,7.0,8.0,0.0,22.0,,,,False,,6.287,28.499999999999996,400,-0.5919215306743746
AXL,CHEMBL93,-7.577,3,0.0,0.0,5.0,0,,_selftest,1,0,zileuton,ZILEUTON,236.3,2.73,66.6,2.0,3.0,2.0,0.0,8.0,Launched,leukotriene synthesis inhibitor|lipoxygenase inhibitor,asthma,False,,7.577,69.25,400,0.5209399474058164
AXL,CHEMBL1201342,-8.702,3,0.0,0.0,5.0,0,,_selftest,1,0,methixene,METHIXENE,309.5,5.02,3.2,0.0,2.0,2.0,0.0,4.0,,,,False,N04AA03,8.702,94.75,400,1.491458678289704
AXL,CHEMBL929,-5.084,3,0.0,0.0,5.0,0,,_selftest,1,0,delavirdine mesylate,DELAVIRDINE MESYLATE,456.6,2.72,110.4,3.0,6.0,6.0,0.0,12.0,,,,False,,5.084,5.5,400,-1.6297295602328785
AXL,CHEMBL1200347,-5.81,3,0.0,0.0,5.0,0,,_selftest,1,0,isopropamide iodide,ISOPROPAMIDE IODIDE,353.5,4.11,43.1,1.0,1.0,8.0,1.0,16.0,,,,False,,5.81,16.5,400,-1.003421472569143
AXL,CHEMBL3707266,-7.265,3,0.0,0.0,5.0,0,,_selftest,1,0,ribociclib succinate,RIBOCICLIB SUCCINATE,434.5,2.8,91.2,2.0,7.0,5.0,0.0,10.0,,,,False,L01EF02,7.265,59.5,400,0.2517827527073514
AXL,CHEMBL495,-7.539,3,0.0,0.0,5.0,0,,_selftest,1,0,alprostadil,ALPROSTADIL,354.5,3.48,94.8,3.0,4.0,13.0,0.0,32.0,Launched,prostanoid receptor agonist,congenital heart defects,False,G04BE01;C01EA01,7.539,67.5,400,0.48815798138484934
AXL,CHEMBL1200986,-6.797,3,0.0,0.0,5.0,0,,_selftest,1,0,haloperidol decanoate,HALOPERIDOL DECANOATE,530.1,8.12,46.6,0.0,4.0,15.0,0.0,32.0,,,,False,,6.797,44.25,400,-0.15195303934034576
AXL,CHEMBL1523964,-6.637,3,0.0,0.0,5.0,0,,_selftest,1,0,ephedrine sulfate,EPHEDRINE SULFATE,165.2,1.33,32.3,2.0,2.0,3.0,0.0,8.0,,,,False,,6.637,39.125,400,-0.2899823699549432
AXL,CHEMBL2104793,-6.751,3,0.0,0.0,5.0,0,,_selftest,1,0,pyrovalerone hydrochloride,PYROVALERONE HYDROCHLORIDE,245.4,3.44,20.3,0.0,2.0,5.0,0.0,10.0,,,,False,,6.751,43.0,400,-0.19163647189204197
AXL,CHEMBL3622821,-6.285,3,0.0,0.0,5.0,0,,_selftest,1,0,upadacitinib,UPADACITINIB,380.4,2.91,78.3,2.0,3.0,3.0,0.0,10.0,Launched,JAK inhibitor,,False,L04AF03,6.285,28.249999999999996,400,-0.5936468973070569
AXL,CHEMBL1200541,-7.178,3,0.0,0.0,5.0,0,,_selftest,1,0,ambenonium chloride,AMBENONIUM CHLORIDE,537.6,4.64,58.2,2.0,2.0,14.0,2.0,30.0,,,,False,,7.178,55.50000000000001,400,0.17672930418566432
AXL,CHEMBL1908348,-7.502,3,0.0,0.0,5.0,0,,_selftest,1,0,sparteine sulfate,SPARTEINE SULFATE,234.4,2.35,6.5,0.0,2.0,0.0,0.0,0.0,,,,False,,7.502,66.5,400,0.4562386986802238
AXL,CHEMBL282121,-9.078,3,0.0,0.0,5.0,0,,_selftest,1,0,mebeverine,MEBEVERINE,429.6,4.6,57.2,0.0,6.0,13.0,0.0,28.0,Launched,acetylcholine receptor antagonist,irritable bowel syndrome,False,A03AA04,9.078,96.75,400,1.8158276052340072
AXL,CHEMBL1201237,-6.281,3,0.0,0.0,5.0,0,,_selftest,1,0,levobunolol,LEVOBUNOLOL,291.4,2.33,58.6,2.0,4.0,5.0,0.0,14.0,Launched,adrenergic receptor antagonist,glaucoma|ocular hypertension,False,S01ED03,6.281,28.000000000000004,400,-0.5970976305724222
AXL,CHEMBL1005,-7.535,3,0.0,0.0,5.0,0,,_selftest,1,0,remifentanil,REMIFENTANIL,376.5,2.0,76.2,0.0,6.0,7.0,0.0,20.0,,,,True,N01AH06,7.535,67.25,400,0.4847072481194848
AXL,CHEMBL460,-6.893,3,0.0,0.0,5.0,0,,_selftest,1,0,molindone,MOLINDONE,276.4,1.96,45.3,1.0,3.0,3.0,0.0,6.0,Launched,dopamine receptor antagonist,schizophrenia,False,N05AE02,6.893,47.75,400,-0.06913544097158729
AXL,CHEMBL1615371,-7.658,3,0.0,0.0,5.0,0,,_selftest,1,0,levomefolate calcium,LEVOMEFOLATE CALCIUM,457.4,-2.93,208.4,5.0,11.0,9.0,-2.0,18.0,,,,False,,7.658,73.0,400,0.5908172960294567
AXL,CHEMBL6068343,-7.058,3,0.0,0.0,5.0,0,,_selftest,1,0,clopidogrel hydrobromide,CLOPIDOGREL HYDROBROMIDE,321.8,3.67,29.5,0.0,4.0,3.0,0.0,8.0,,,,False,,7.058,52.25,400,0.07320730622471625
AXL,CHEMBL3084748,-6.681,3,0.0,0.0,5.0,0,,_selftest,1,0,trospium chloride,TROSPIUM CHLORIDE,392.5,3.77,46.5,1.0,3.0,4.0,1.0,12.0,,,,False,,6.681,41.25,400,-0.2520243040359285
AXL,CHEMBL4,-7.791,3,0.0,0.0,5.0,0,,_selftest,1,0,ofloxacin,OFLOXACIN,361.4,1.54,75.0,1.0,5.0,2.0,0.0,6.0,Launched,bacterial DNA gyrase inhibitor,respiratory tract infections|sinusitis|skin infections|bone and joint infections|intra-abdominal infections|diarrhea|fever|urinary tract infections,False,J01MA01;S02AA16;S01AE01,7.791,77.0,400,0.7055541771028407
AXL,CHEMBL573,-7.587,3,0.0,0.0,5.0,0,,_selftest,1,0,niacin,NIACIN,123.1,0.78,50.2,1.0,2.0,1.0,0.0,4.0,Launched,NAD precursor|vitamin B,hypertriglyceridemia,False,C10AD02;C04AC01;C10AD52,7.587,69.75,400,0.5295667805692286
AXL,CHEMBL684,-5.482,3,0.0,0.0,5.0,0,,_selftest,1,0,diethylcarbamazine,DIETHYLCARBAMAZINE,199.3,0.7,26.8,0.0,2.0,2.0,0.0,4.0,Launched,lipoxygenase inhibitor,filariasis,False,P02CB02,5.482,9.75,400,-1.2863816003290671
AXL,CHEMBL514,-6.629,3,0.0,0.0,5.0,0,,_selftest,1,0,lomustine,LOMUSTINE,233.7,2.25,61.8,1.0,3.0,4.0,0.0,10.0,Launched,DNA synthesis inhibitor,Hodgkin's lymphoma|brain tumors,False,L01AD02,6.629,38.25,400,-0.29688383648567307
AXL,CHEMBL1200514,-7.377,3,0.0,0.0,5.0,0,,_selftest,1,0,demecarium bromide,DEMECARIUM BROMIDE,556.8,6.76,59.1,0.0,4.0,15.0,2.0,38.0,,,,False,,7.377,63.24999999999999,400,0.3484032841375696
AXL,CHEMBL1222250,-7.886,3,0.0,0.0,5.0,0,,_selftest,1,0,dextrose,DEXTROSE,180.2,-3.22,110.4,5.0,6.0,1.0,0.0,12.0,Launched,,hypoglycemia,False,B05CX01;C05BB56;V06DC01;V04CA02,7.886,79.75,400,0.7875090921552577
AXL,CHEMBL1009,-7.493,3,0.0,0.0,5.0,0,,_selftest,1,0,levodopa,LEVODOPA,197.2,0.05,103.8,4.0,4.0,3.0,0.0,14.0,Launched,dopamine precursor,Parkinson's Disease,False,N04BA01,7.493,66.0,400,0.4484745488331532
AXL,CHEMBL1476022,-6.936,3,0.0,0.0,5.0,0,,_selftest,1,0,nomegestrol acetate,NOMEGESTROL ACETATE,370.5,4.19,60.4,0.0,4.0,2.0,0.0,6.0,,,,False,,6.936,49.75,400,-0.03204005836891413
AXL,CHEMBL1201005,-5.456,3,0.0,0.0,5.0,0,,_selftest,1,0,cefonicid sodium,CEFONICID SODIUM,540.6,-2.59,210.6,2.0,13.0,9.0,-2.0,20.0,,,,False,,5.456,9.5,400,-1.3088113665539391
AXL,CHEMBL2096631,-6.63,3,0.0,0.0,5.0,0,,_selftest,1,0,clorazepate dipotassium,CLORAZEPATE DIPOTASSIUM,313.7,1.25,81.6,1.0,4.0,2.0,-1.0,10.0,,,,False,,6.63,38.5,400,-0.2960211531693316
AXL,CHEMBL408,-8.153,3,0.0,0.0,5.0,0,,_selftest,1,0,troglitazone,TROGLITAZONE,441.5,4.37,84.9,2.0,6.0,5.0,0.0,12.0,Withdrawn,insulin sensitizer|PPAR receptor agonist,,False,A10BG01,8.153,85.375,400,1.0178455376183673
AXL,CHEMBL1316,-6.17,3,0.0,0.0,5.0,0,,_selftest,1,0,carprofen,CARPROFEN,273.7,4.16,53.1,2.0,1.0,2.0,0.0,6.0,Launched,cyclooxygenase inhibitor,osteoarthritis,False,,6.17,25.0,400,-0.6928554786862988
AXL,CHEMBL261772,-7.425,3,0.0,0.0,5.0,0,,_selftest,1,0,meclocycline sulfosalicylate,MECLOCYCLINE SULFOSALICYLATE,476.9,0.22,181.6,6.0,9.0,2.0,0.0,14.0,,,,False,,7.425,64.5,400,0.3898120833219489
AXL,CHEMBL1201119,-7.649,3,0.0,0.0,5.0,0,,_selftest,1,0,liothyronine sodium,LIOTHYRONINE SODIUM,650.0,2.62,95.6,2.0,5.0,5.0,-1.0,14.0,,,,False,H03AA02,7.649,72.25,400,0.5830531461823854
AXL,CHEMBL1697708,-6.995,3,0.0,0.0,5.0,0,,_selftest,1,0,mezlocillin sodium,MEZLOCILLIN SODIUM,538.6,-1.57,176.3,2.0,9.0,6.0,-1.0,14.0,,,,False,,6.995,51.24999999999999,400,0.018858257295218776
AXL,CHEMBL575,-7.849,3,0.0,0.0,5.0,0,,_selftest,1,0,methicillin,METHICILLIN,380.4,0.95,105.2,2.0,6.0,5.0,0.0,12.0,Launched,bacterial cell wall synthesis inhibitor,gram-negative bacterial infections|gram-positive bacterial infections,False,J01CF03,7.849,77.5,400,0.7555898094506321
AXL,CHEMBL3989923,-8.052,3,0.0,0.0,5.0,0,,_selftest,1,0,pitavastatin magnesium,PITAVASTATIN MAGNESIUM,420.5,3.18,93.5,2.0,5.0,8.0,-1.0,20.0,,,,False,,8.052,83.5,400,0.930714522667902
AXL,CHEMBL494,-7.713,3,0.0,0.0,5.0,0,,_selftest,1,0,iloprost,ILOPROST,360.5,3.54,77.8,3.0,3.0,8.0,0.0,24.0,Launched,platelet aggregation inhibitor|prostanoid receptor agonist,pulmonary arterial hypertension (PAH),False,B01AC11,7.713,75.75,400,0.6382648784282243
AXL,CHEMBL592,-6.441,3,0.0,0.0,5.0,0,,_selftest,1,0,levorphanol,LEVORPHANOL,257.4,3.08,23.5,1.0,2.0,0.0,0.0,2.0,,,,False,,6.441,33.0,400,-0.4590682999578247
AXL,CHEMBL490,-4.325,3,0.0,0.0,5.0,0,,_selftest,1,0,paroxetine,PAROXETINE,329.4,3.33,39.7,1.0,4.0,4.0,0.0,8.0,Launched,selective serotonin reuptake inhibitor (SSRI),depression|obsessive compulsive disorder (OCD)|generalized anxiety disorder (GAD)|panic disorders|posttraumatic stress disorder|social anxiety disorder,False,N06AB05,4.325,0.75,400,-2.2845061973358742
AXL,CHEMBL3989921,-5.509,3,0.0,0.0,5.0,0,,_selftest,1,0,neratinib maleate,NERATINIB MALEATE,557.1,5.93,112.4,2.0,8.0,11.0,0.0,22.0,,,,False,,5.509,10.25,400,-1.2630891507878537
AXL,CHEMBL832,-8.279,3,0.0,0.0,5.0,0,,_selftest,1,0,sulfinpyrazone,SULFINPYRAZONE,404.5,3.8,63.7,0.0,3.0,6.0,0.0,12.0,Launched,uricosuric blocker,gout,False,M04AB02,8.279,88.75,400,1.1265436354773621
AXL,CHEMBL205596,-7.135,3,0.0,0.0,5.0,0,,_selftest,1,0,cholic acid,CHOLIC ACID,408.6,3.45,98.0,4.0,4.0,4.0,0.0,16.0,,,,False,A05AA03,7.135,53.87499999999999,400,0.13963392158299118
AXL,CHEMBL1370,-8.339,3,0.0,0.0,5.0,0,,_selftest,1,0,budesonide,BUDESONIDE,430.5,2.72,93.1,2.0,6.0,4.0,0.0,12.0,Launched,glucocorticoid receptor agonist,Crohn's disease,False,A07EA06;R03BA02;D07AC09;R01AD05,8.339,89.75,400,1.1783046344578367
AXL,CHEMBL1201346,-6.569,3,0.0,0.0,5.0,0,,_selftest,1,0,balsalazide,BALSALAZIDE,357.3,2.71,148.7,4.0,6.0,7.0,0.0,20.0,Launched,cyclooxygenase inhibitor,ulcerative colitis,False,A07EC04,6.569,35.5,400,-0.3486448354661468
AXL,CHEMBL2105675,-7.157,3,0.0,0.0,5.0,0,,_selftest,1,0,tafamidis meglumine,TAFAMIDIS MEGLUMINE,195.2,-3.36,113.2,6.0,6.0,6.0,0.0,22.0,,,,False,,7.157,54.75,400,0.15861295454249852
AXL,CHEMBL529888,-6.719,3,0.0,0.0,5.0,0,,_selftest,1,0,glibornuride,GLIBORNURIDE,366.5,2.17,95.5,3.0,4.0,3.0,0.0,8.0,,,,False,A10BB04,6.719,41.75,400,-0.21924233801496146
AXL,CHEMBL141305,-10.897,3,0.0,0.0,5.0,0,,_selftest,1,0,cyclofenil,CYCLOFENIL,364.4,5.3,52.6,0.0,4.0,4.0,0.0,12.0,,,,False,G03GB01,10.897,100.0,400,3.3850485576587115
